Year,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Climate_Stress,Resource_Efficiency,Environmental_Impact,Country_Encoded,Region_Encoded,Crop_Type_Encoded,Adaptation_Strategies_Encoded,Temperature_Category_Encoded,Precipitation_Category_Encoded,Crop_Yield_MT_per_HA
-0.6038136052222813,-1.194038356276448,-1.4467549585641064,-0.003097918305040118,0.9537064150722676,-1.5664880029054677,-1.0266039323102678,-1.2258519312865443,0.9085832053188155,1.9625008617507191,0.567874761303994,-1.481224048414821,0.5144752549333056,1.6472129789201546,-0.8912115335935619,1.402921815008119,-1.1458843190993717,-0.3203268352394403,1.737
1.6770859168616497,-1.047523081243419,1.6173218276093062,1.696752023576481,0.9537064150722676,-1.7007858938173352,0.5592913773661927,-0.9308285748957648,-0.5388138990391328,0.4729366403080481,-0.2127062686851248,0.023997207901875716,-0.18146692285946472,-0.8355236251596603,-0.8912115335935619,-1.4261199575430386,-1.1458843190993717,1.428182090740037,1.737
-0.6038136052222813,0.5118180601795306,-0.3850097608528901,1.222889745257454,0.006033517448206489,1.1225482770146742,0.16937368808542658,0.5418499975011845,0.14254717369317538,-1.016627581134623,-0.46703593249205516,0.9464440936878391,0.16650416603692042,-1.2493130591729626,1.548458692504335,1.402921815008119,1.327959202272329,0.5539276277502984,1.719
-0.6038136052222813,1.099623389776325,-0.5680958366223935,-0.15561870076153284,0.006033517448206489,1.4935029097912937,-0.7298524165744636,1.3098860079399908,1.3116558166590038,-1.016627581134623,-0.0544573498557944,0.7464048694441143,-0.5294380117558499,0.19894995987359598,-1.2397358516075472,-0.011599071267459725,1.327959202272329,0.5539276277502984,3.89
-0.9013222385375766,-1.1382230134067228,0.0196479832179336,-0.4001176650047653,1.2695973809469547,1.5585354128403068,1.3384366361236877,1.3273017904896236,-0.7571861614482521,0.4729366403080481,-0.6831386379283705,1.5643977760683303,0.5144752549333056,1.2334235449068522,0.8514100564763646,-1.4261199575430386,-1.1458843190993717,-1.194581298229179,1.08
1.1812381946694908,0.16994908510246343,-0.7907482817314182,-0.5258599894727134,0.006033517448206489,-0.10768197297168712,0.07620751454046472,0.751884335049756,1.6052947091955287,-1.016627581134623,-0.3864348829414648,0.49275907476266273,1.558388521622461,-1.0424183421663116,-1.2397358516075472,1.402921815008119,0.5033446951484288,0.5539276277502984,2.18
-1.0004917829760085,0.7167650222793032,0.25435046859676563,1.449924497769027,-0.9416393801758546,-1.3479172234271277,-1.6835979857532577,-0.740299913802782,0.702590322864862,-1.016627581134623,0.2721235089132759,-0.8586389160148942,-1.5733512784450054,-0.5251815496496833,-0.19416289756559124,0.6956613718703296,1.327959202272329,-1.194581298229179,1.611
1.3795772835463544,0.9060139191969653,-1.0254880352760332,-0.8704871009774603,-0.30985744842648055,0.4341272831999728,-0.7947236781539186,-0.3299840769334333,-0.086223767878283,-1.016627581134623,0.4058758543625941,-0.9152017311458782,-1.2253801895486203,-0.9389709836629859,0.15436142044839402,-0.7188595144052491,1.327959202272329,0.5539276277502984,3.27
0.4870513836004683,1.4685279215559153,-0.47027932416418555,-1.0649219915899357,-1.2575303460505416,-0.3608854463814546,-1.025913812506231,-0.6072433351235874,-1.1186640561390842,0.4729366403080481,0.5967057397747463,-1.3153787211231027,0.5144752549333056,0.4058446768802472,1.548458692504335,1.402921815008119,-0.3212698119754715,0.5539276277502984,2.99
1.082068650231059,0.5222834369676042,-1.4116483463966063,1.2217254644753435,-1.2575303460505416,-1.1355033673143746,1.340506995535798,0.7992552635847573,0.9561200243466507,0.4729366403080481,-0.7176040259529073,1.666191135006147,0.8624463438296908,-0.628628908153009,-1.5882601696215324,-0.011599071267459725,1.327959202272329,-0.3203268352394403,0.765
